,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Bowler
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Evin Lewis
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Evin Lewis
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Evin Lewis
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Evin Lewis
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,North Sound,Evin Lewis
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,North Sound,Evin Lewis
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Evin Lewis
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Manchester,Evin Lewis
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,Evin Lewis
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bristol,Evin Lewis
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Evin Lewis
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Whangarei,Evin Lewis
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Christchurch,Evin Lewis
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v U.A.E.,Harare,Evin Lewis
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v P.N.G.,Harare,Evin Lewis
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Harare,Evin Lewis
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Harare,Evin Lewis
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Evin Lewis
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Scotland,Harare,Evin Lewis
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Harare,Evin Lewis
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Providence,Evin Lewis
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Providence,Evin Lewis
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Basseterre,Evin Lewis
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Harare,Shai Hope
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Shai Hope
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Bulawayo,Shai Hope
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Shai Hope
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,North Sound,Shai Hope
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,North Sound,Shai Hope
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Shai Hope
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Providence,Shai Hope
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Providence,Shai Hope
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Providence,Shai Hope
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Shai Hope
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Shai Hope
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Shai Hope
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Shai Hope
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Shai Hope
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,North Sound,Shai Hope
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,North Sound,Shai Hope
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Shai Hope
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Manchester,Shai Hope
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,Shai Hope
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bristol,Shai Hope
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Shai Hope
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Southampton,Shai Hope
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Whangarei,Shai Hope
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Christchurch,Shai Hope
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Christchurch,Shai Hope
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v U.A.E.,Harare,Shai Hope
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v P.N.G.,Harare,Shai Hope
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Harare,Shai Hope
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Harare,Shai Hope
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Shai Hope
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Scotland,Harare,Shai Hope
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Harare,Shai Hope
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Providence,Shai Hope
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Providence,Shai Hope
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Basseterre,Shai Hope
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Guwahati,Shai Hope
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Visakhapatnam,Shai Hope
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Pune,Shai Hope
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Mumbai (BS),Shai Hope
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Thiruvananthapuram,Shai Hope
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Shai Hope
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Shai Hope
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Sylhet,Shai Hope
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Shai Hope
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Shai Hope
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Shai Hope
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Shai Hope
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Gros Islet,Shai Hope
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin,Shai Hope
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin,Shai Hope
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin (Malahide),Shai Hope
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Shai Hope
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Shai Hope
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Whangarei,Shimron Hetmyer
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Christchurch,Shimron Hetmyer
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v U.A.E.,Harare,Shimron Hetmyer
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v P.N.G.,Harare,Shimron Hetmyer
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Harare,Shimron Hetmyer
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Harare,Shimron Hetmyer
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Shimron Hetmyer
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Scotland,Harare,Shimron Hetmyer
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Harare,Shimron Hetmyer
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Providence,Shimron Hetmyer
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Providence,Shimron Hetmyer
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Basseterre,Shimron Hetmyer
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Guwahati,Shimron Hetmyer
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Visakhapatnam,Shimron Hetmyer
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Pune,Shimron Hetmyer
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Mumbai (BS),Shimron Hetmyer
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Thiruvananthapuram,Shimron Hetmyer
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Shimron Hetmyer
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Shimron Hetmyer
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Sylhet,Shimron Hetmyer
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Shimron Hetmyer
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Shimron Hetmyer
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Shimron Hetmyer
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Shimron Hetmyer
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Gros Islet,Shimron Hetmyer
392,9.0,1.0,43.0,1.0,4.77,43.0,54.0,v Australia,Bridgetown,Shannon Gabriel
393,5.0,1.0,17.0,3.0,3.4,5.66,10.0,v South Africa,Bridgetown,Shannon Gabriel
394,7.0,0.0,58.0,2.0,8.28,29.0,21.0,v Australia,Bridgetown,Shannon Gabriel
395,8.0,0.0,53.0,1.0,6.62,53.0,48.0,v Pakistan,Sharjah,Shannon Gabriel
396,5.0,0.0,37.0,0.0,7.4,0.0,0.0,v Pakistan,Abu Dhabi,Shannon Gabriel
397,8.1,0.0,31.0,3.0,3.79,10.33,16.3,v Sri Lanka,Harare,Shannon Gabriel
398,10.0,0.0,45.0,2.0,4.5,22.5,30.0,v Zimbabwe,Bulawayo,Shannon Gabriel
399,5.0,0.0,29.0,1.0,5.8,29.0,30.0,v Sri Lanka,Bulawayo,Shannon Gabriel
400,10.0,0.0,58.0,2.0,5.8,29.0,30.0,v England,North Sound,Shannon Gabriel
401,3.0,0.0,17.0,1.0,5.66,17.0,18.0,v England,North Sound,Shannon Gabriel
402,10.0,0.0,69.0,0.0,6.9,0.0,0.0,v Pakistan,Providence,Shannon Gabriel
403,10.0,1.0,50.0,2.0,5.0,25.0,30.0,v Pakistan,Providence,Shannon Gabriel
404,10.0,0.0,60.0,2.0,6.0,30.0,30.0,v Pakistan,Providence,Shannon Gabriel
405,8.0,2.0,21.0,1.0,2.62,21.0,48.0,v Afghanistan,Gros Islet,Shannon Gabriel
406,7.4,0.0,25.0,2.0,3.26,12.5,23.0,v Afghanistan,Gros Islet,Shannon Gabriel
407,10.0,0.0,57.0,0.0,5.7,0.0,0.0,v New Zealand,Whangarei,Shannon Gabriel
408,10.0,0.0,75.0,0.0,7.5,0.0,0.0,v New Zealand,Christchurch,Shannon Gabriel
409,4.0,0.0,37.0,0.0,9.25,0.0,0.0,v New Zealand,Christchurch,Shannon Gabriel
410,8.0,0.0,44.0,3.0,5.5,14.66,16.0,v Ireland,Dublin,Shannon Gabriel
411,10.0,0.0,58.0,1.0,5.8,58.0,60.0,v Bangladesh,Dublin,Shannon Gabriel
412,10.0,1.0,47.0,2.0,4.7,23.5,30.0,v Ireland,Dublin (Malahide),Shannon Gabriel
413,3.0,0.0,30.0,2.0,10.0,15.0,9.0,v Bangladesh,Dublin (Malahide),Shannon Gabriel
414,10.0,0.0,52.0,0.0,5.2,0.0,0.0,v India,Pune,Fabian Allen
415,8.0,0.0,52.0,0.0,6.5,0.0,0.0,v India,Mumbai (BS),Fabian Allen
416,1.0,0.0,5.0,0.0,5.0,0.0,0.0,v India,Thiruvananthapuram,Fabian Allen
417,4.0,0.0,22.0,0.0,5.5,0.0,0.0,v Bangladesh,Sylhet,Fabian Allen
418,3.0,0.0,19.0,0.0,6.33,0.0,0.0,v Ireland,Dublin (Malahide),Fabian Allen
419,3.0,0.0,11.0,0.0,3.66,0.0,0.0,v Bangladesh,Dublin (Malahide),Fabian Allen
420,4.0,0.0,37.0,1.0,9.25,37.0,24.0,v Bangladesh,Dublin (Malahide),Fabian Allen
421,6.0,0.0,39.0,2.0,6.5,19.5,18.0,v South Africa,Port Elizabeth,Sheldon Cottrell
422,7.0,0.0,68.0,0.0,9.71,0.0,0.0,v South Africa,Centurion,Sheldon Cottrell
423,10.0,0.0,62.0,3.0,6.2,20.66,20.0,v New Zealand,Christchurch,Sheldon Cottrell
424,6.0,0.0,19.0,2.0,3.16,9.5,18.0,v New Zealand,Christchurch,Sheldon Cottrell
425,4.4,0.0,22.0,0.0,4.71,0.0,0.0,v U.A.E.,Harare,Sheldon Cottrell
426,9.0,0.0,59.0,1.0,6.55,59.0,54.0,v Bangladesh,Basseterre,Sheldon Cottrell
427,9.0,0.0,46.0,5.0,5.11,9.2,10.8,v England,Bridgetown,Sheldon Cottrell
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Sheldon Cottrell
429,9.0,0.0,64.0,1.0,7.11,64.0,54.0,v England,St George's,Sheldon Cottrell
430,4.0,0.0,23.0,1.0,5.75,23.0,24.0,v England,Gros Islet,Sheldon Cottrell
431,6.0,1.0,33.0,1.0,5.5,33.0,36.0,v Ireland,Dublin,Sheldon Cottrell
432,7.0,0.0,47.0,0.0,6.71,0.0,0.0,v Bangladesh,Dublin,Sheldon Cottrell
433,10.0,1.0,67.0,1.0,6.7,67.0,60.0,v Ireland,Dublin (Malahide),Sheldon Cottrell
434,9.2,0.0,38.0,0.0,4.07,0.0,0.0,v Bangladesh,Dublin (Malahide),Sheldon Cottrell
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Darren Bravo
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Darren Bravo
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Gros Islet,Darren Bravo
438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Gros Islet,Darren Bravo
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Kingstown,Darren Bravo
440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Canada,Kingston,Darren Bravo
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Kingston,Darren Bravo
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Roseau,Darren Bravo
443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Roseau,Darren Bravo
444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Port of Spain,Darren Bravo
445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (SSC),Darren Bravo
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (SSC),Darren Bravo
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (SSC),Darren Bravo
448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Delhi,Darren Bravo
449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Netherlands,Delhi,Darren Bravo
450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Mohali,Darren Bravo
452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Chennai,Darren Bravo
453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Chennai,Darren Bravo
454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dhaka,Darren Bravo
455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Darren Bravo
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Darren Bravo
457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Bridgetown,Darren Bravo
458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Bridgetown,Darren Bravo
459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Providence,Darren Bravo
460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Darren Bravo
461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,North Sound,Darren Bravo
462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Darren Bravo
463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Chattogram,Darren Bravo
466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Cuttack,Darren Bravo
467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Visakhapatnam,Darren Bravo
468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Ahmedabad,Darren Bravo
469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kingstown,Darren Bravo
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kingstown,Darren Bravo
471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kingstown,Darren Bravo
472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Gros Islet,Darren Bravo
473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Gros Islet,Darren Bravo
474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Southampton,Darren Bravo
475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Khulna,Darren Bravo
476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Khulna,Darren Bravo
477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Perth,Darren Bravo
481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Perth,Darren Bravo
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Canberra,Darren Bravo
483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Sydney,Darren Bravo
484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,Darren Bravo
485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Darren Bravo
486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Darren Bravo
487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Darren Bravo
488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,The Oval,Darren Bravo
489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,The Oval,Darren Bravo
490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Cardiff,Darren Bravo
491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Kingston,Darren Bravo
492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Darren Bravo
493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Darren Bravo
494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Port of Spain,Darren Bravo
495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Providence,Darren Bravo
496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Providence,Darren Bravo
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Darren Bravo
498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Darren Bravo
499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Darren Bravo
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kochi,Darren Bravo
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Visakhapatnam,Darren Bravo
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kanpur,Darren Bravo
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Auckland,Darren Bravo
504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Kingston,Darren Bravo
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,North Sound,Darren Bravo
506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,North Sound,Darren Bravo
507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,North Sound,Darren Bravo
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,St George's,Darren Bravo
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,St George's,Darren Bravo
510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Basseterre,Darren Bravo
511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kochi,Darren Bravo
512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Delhi,Darren Bravo
513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Dharamsala,Darren Bravo
514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Nelson,Darren Bravo
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Christchurch,Darren Bravo
516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Darren Bravo
517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Darren Bravo
518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pallekele,Darren Bravo
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Providence,Darren Bravo
520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Providence,Darren Bravo
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Basseterre,Darren Bravo
522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Basseterre,Darren Bravo
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Bridgetown,Darren Bravo
524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Bridgetown,Darren Bravo
525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Bridgetown,Darren Bravo
526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,Darren Bravo
527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,Darren Bravo
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,Darren Bravo
529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Darren Bravo
531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Sylhet,Darren Bravo
532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Darren Bravo
533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Darren Bravo
534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Darren Bravo
535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,St George's,Darren Bravo
536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Gros Islet,Darren Bravo
537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin,Darren Bravo
538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin,Darren Bravo
539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin (Malahide),Darren Bravo
540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Darren Bravo
541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Darren Bravo
542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Chattogram,Carlos Brathwaite
543,5.0,0.0,31.0,0.0,6.2,0.0,0.0,v South Africa,East London,Carlos Brathwaite
544,10.0,1.0,39.0,0.0,3.9,0.0,0.0,v South Africa,Port Elizabeth,Carlos Brathwaite
545,9.0,0.0,46.0,0.0,5.11,0.0,0.0,v South Africa,Centurion,Carlos Brathwaite
546,5.0,0.0,35.0,2.0,7.0,17.5,15.0,v Sri Lanka,Colombo (RPS),Carlos Brathwaite
547,4.0,0.0,35.0,0.0,8.75,0.0,0.0,v Sri Lanka,Colombo (RPS),Carlos Brathwaite
548,7.0,0.0,40.0,1.0,5.71,40.0,42.0,v Sri Lanka,Pallekele,Carlos Brathwaite
549,8.0,0.0,35.0,2.0,4.37,17.5,24.0,v South Africa,Providence,Carlos Brathwaite
550,3.0,0.0,14.0,0.0,4.66,0.0,0.0,v Australia,Providence,Carlos Brathwaite
551,10.0,0.0,60.0,2.0,6.0,30.0,30.0,v Australia,Basseterre,Carlos Brathwaite
552,10.0,0.0,69.0,1.0,6.9,69.0,60.0,v South Africa,Basseterre,Carlos Brathwaite
553,9.0,0.0,62.0,1.0,6.88,62.0,54.0,v Australia,Bridgetown,Carlos Brathwaite
554,10.0,2.0,39.0,2.0,3.9,19.5,30.0,v South Africa,Bridgetown,Carlos Brathwaite
555,8.0,2.0,32.0,1.0,4.0,32.0,48.0,v Australia,Bridgetown,Carlos Brathwaite
556,10.0,0.0,54.0,3.0,5.4,18.0,20.0,v Pakistan,Sharjah,Carlos Brathwaite
557,8.0,0.0,60.0,0.0,7.5,0.0,0.0,v Pakistan,Sharjah,Carlos Brathwaite
558,9.0,0.0,34.0,1.0,3.77,34.0,54.0,v Sri Lanka,Harare,Carlos Brathwaite
559,10.0,0.0,48.0,4.0,4.8,12.0,15.0,v Zimbabwe,Bulawayo,Carlos Brathwaite
560,7.0,0.0,64.0,1.0,9.14,64.0,42.0,v Sri Lanka,Bulawayo,Carlos Brathwaite
561,8.0,0.0,52.0,0.0,6.5,0.0,0.0,v Zimbabwe,Bulawayo,Carlos Brathwaite
562,10.0,1.0,54.0,0.0,5.4,0.0,0.0,v England,North Sound,Carlos Brathwaite
563,4.0,0.0,38.0,0.0,9.5,0.0,0.0,v England,North Sound,Carlos Brathwaite
564,10.0,0.0,56.0,0.0,5.6,0.0,0.0,v England,Bridgetown,Carlos Brathwaite
565,10.0,2.0,27.0,5.0,2.7,5.4,12.0,v P.N.G.,Harare,Carlos Brathwaite
